id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters
116,hollow nickel,494 Atlantic Ave,New York,NY,11217,(929) 226-1966,hollownickel.com,$$,Pubs;American (Traditional),4.0,Boerum Hill,No,No,Yes,Yes,Late Night,Street,Casual,Casual,Full Bar,Yes,Free,No,No
117,barbuto,775 Washington St,New York,NY,10014,(212) 924-9700,barbutonyc.com,$$$,Italian;American (New),4.0,West Village,Yes,No,No,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
118,el cocotero,228 W 18th St,New York,NY,10011,(212) 206-8930,cocotero-restaurant.com,$$,Latin American,4.0,Chelsea,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
119,the castello plan,1213 Cortelyou Rd,New York,NY,11218,(718) 856-8888,thecastelloplan.com,$$,Bars;American (New),4.0,Flatbush,Yes,No,Yes,Yes,Brunch,Street,Casual,Romantic,Full Bar,Yes,No,Yes,No
120,uglyduckling,166 Smith St,New York,NY,11201,(718) 451-3825,uglyduckling-bk.com,$$,American (Traditional);Gastropubs,4.0,Cobble Hill,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,No,Free,Yes,No
121,beco,45 Richardson St,New York,NY,11211,(718) 599-1645,becobar.com,$$,Brazilian;Bars,4.0,Williamsburg - North Side,Yes,Yes,Yes,No,Brunch; Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
122,taverna kyclades,228 1st Ave,New York,NY,10009,(212) 432-0011,tavernakyclades.com,$$,Greek;Seafood,4.0,Stuyvesant Town; East Village,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
123,champs,197 Meserole St,New York,NY,11206,(718) 599-2743,champsdiner.com,$$,Vegan;Bakeries;Diners,4.0,East Williamsburg,No,Yes,Yes,Yes,Brunch,Street,Casual,Hipster,No,No,No,No,Yes
124,queens comfort,40-09 30th Ave,New York,NY,11103,(718) 728-2350,queenscomfort.com,$$,Breakfast & Brunch;American (New);Comfort Food,4.0,Astoria,No,No,Yes,No,Brunch,Street,Casual,Casual,No,No,Free,Yes,Yes
125,mark,33 St Marks Pl,New York,NY,10003,(212) 677-3132,stmarksburger.com,$,Burgers,4.0,East Village,No,No,Yes,Yes,Dinner; Late Night,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,No
126,house of thai,2501 40th Ave,New York,NY,11101,(929) 522-0247,,$$,Thai,4.5,Long Island City,Yes,Yes,Yes,Yes,,Street,Casual,Casual,No,No,No,Yes,No
127,the cinnamon snail,,New York,NY,10001,(862) 246-6431,cinnamonsnail.com,$,Vegan;Food Trucks;Mexican,4.5,,No,No,Yes,No,Lunch,Street,Casual,Casual,No,No,No,No,Yes
128,tavern on jane,31 8th Ave,New York,NY,10014,(212) 675-2526,tavernonjane.com,$$,American (New),4.0,West Village,Yes,Yes,Yes,Yes,Brunch; Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
129,the stanton social,99 Stanton St,New York,NY,10002,(212) 995-0099,thestantonsocial.com,$$$,Tapas/Small Plates;Bars,4.0,Lower East Side,Yes,No,No,Yes,Dinner,Street,Dressy,Trendy,Full Bar,No,No,Yes,No
130,friedman’s,132 W 31st St,New York,NY,10001,(212) 971-9400,friedmanslunch.com,$$,American (New);Gluten-Free;Breakfast & Brunch,4.0,Midtown West,No,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,No,Free,Yes,Yes
131,tchoup shop,50 Wyckoff Ave,New York,NY,11237,(347) 223-2710,tchoupshop.com,$$,Cajun/Creole;Southern;Caterers,4.5,Bushwick,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
132,il bambino,34-08 31st Ave,New York,NY,11106,(718) 626-0087,ilbambinonyc.com,$$,Italian;Sandwiches;Tapas Bars,4.5,Astoria,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
133,the upsider,1004 2nd Ave,New York,NY,10022,(646) 726-4760,theupsidernyc.com,$$,American (New);Breakfast & Brunch;Cocktail Bars,3.5,Midtown East,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,Yes
134,aita,132 Greene Ave,New York,NY,11238,(718) 576-3584,aitarestaurant.com,$$,Italian,4.0,Clinton Hill,No,No,Yes,Yes,Brunch,Street,Casual,Intimate,Full Bar,No,Free,Yes,Yes
135,51st bakery and cafe,5-33 51st Ave,New York,NY,11101,(718) 707-0554,51stbakeryandcafe.com,$,Bakeries;Breakfast & Brunch;Cafes,4.5,Hunters Point; Long Island City,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,No,Free,No,Yes
136,kobeyaki,293 7th Ave,New York,NY,10001,(212) 242-5500,kobeyaki.com,$$,Japanese;Sushi Bars;Burgers,4.0,Chelsea,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,No,Yes
137,bistango,415 3rd Ave,New York,NY,10016,(212) 725-8484,bistangonyc.com,$$,Italian;Gluten-Free,4.0,Midtown East; Kips Bay,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Intimate,Full Bar,Yes,No,Yes,Yes
138,ital kitchen,1032 Union St,New York,NY,11225,(347) 405-9727,Italbk.com,$$,Vegetarian;Live/Raw Food;Vegan,5.0,Crown Heights,Yes,Yes,Yes,Yes,,Street,Casual,Hipster,No,Yes,Free,Yes,Yes
139,melt shop,111 Fulton St,New York,NY,10038,(646) 741-7910,meltshop.com,$$,American (Traditional);Breakfast & Brunch;Sandwiches,4.0,Financial District,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,No,No
140,monument lane,103 Greenwich Ave,New York,NY,10014,(212) 255-0155,monumentlane.com,$$,American (New),4.0,West Village,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
141,cheryl’s global soul,236 Underhill Ave,New York,NY,11238,(347) 529-2855,cherylsglobalsoul.com,$$,American (New);Breakfast & Brunch;Diners,4.0,Prospect Heights,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
142,sticky’s finger joint,484 3rd Ave,New York,NY,10016,,stickysfingerjoint.com,$$,Fast Food;American (New),4.0,Midtown East; Murray Hill; Kips Bay,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
143,bareburger,535 Laguardia Pl,New York,NY,10012,(212) 477-8125,bareburger.com,$$,Burgers,4.0,Greenwich Village,Yes,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
144,my pie,696 Lexington Ave,New York,NY,10022,(212) 317-1850,,$,Italian;Pizza,4.5,Midtown East,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
145,surfish peruvian bistro,351 5th Ave,New York,NY,11215,(718) 832-8200,surfishbistro.com,$$,Latin American;Peruvian,4.0,Park Slope,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
146,blue hill,75 Washington Pl,New York,NY,10011,(212) 539-1776,bluehillfarm.com,$$$$,American (New),4.5,Greenwich Village,Yes,No,No,Yes,Dinner,Street,Dressy,Classy,Full Bar,No,No,Yes,No
147,casa del chef,39-06 64th St.,New York,NY,11377,(718) 457-9000,casadelchefny.com,$$,American (New),4.5,Woodside,Yes,No,Yes,No,Dinner,Street,Casual,Intimate,Full Bar,No,No,Yes,Yes
148,diner,85 Broadway,New York,NY,11211,(718) 486-3077,dinernyc.com,$$,American (New);Breakfast & Brunch,4.0,South Williamsburg,No,No,Yes,Yes,Brunch; Dinner,Street,Casual,Hipster,Full Bar,Yes,No,Yes,No
149,brooklyn crab,24 Reed St,New York,NY,11231,(718) 643-2722,brooklyncrab.com,$$,Seafood,3.0,Red Hook,No,No,No,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
150,sunny and annie’s,94 Ave B,New York,NY,10003,(212) 677-3131,sunnyandannies.com,$,Sandwiches;Delis;Grocery,4.5,East Village; Alphabet City,No,Yes,Yes,Yes,Lunch,Street,Casual,Divey,Beer & Wine Only,No,No,No,No
151,calle ocho,Inside the Excelsior Hotel 45 W 81st St,New York,NY,10024,(212) 873-5025,calleochonyc.com,$$,Cuban;Latin American,4.0,Upper West Side,Yes,No,Yes,Yes,Brunch,Street,Casual,Trendy,Full Bar,No,Free,Yes,Yes
152,kefi,505 Columbus Ave,New York,NY,10024,(212) 873-0200,kefirestaurant.com,$$,Greek;Mediterranean;Tapas/Small Plates,4.0,Upper West Side,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
153,otb,141 Broadway Williamsburg,New York,NY,11211,(347) 763-1481,otbbk.com,$$,American (New);Bars,4.5,Williamsburg - South Side; South Williamsburg,No,No,No,Yes,Late Night,Street,Casual,Hipster,Full Bar,No,,Yes,
154,ipanema restaurant,43 W 46th St,New York,NY,10036,(646) 791-7171,ipanemanyc.com,$$,Brazilian;Latin American;Portuguese,4.0,Midtown West,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,No
155,yakitori totto,251 W 55th St 2nd Fl,New York,NY,10019,(212) 245-4555,tottonyc.com,$$$,Japanese,4.0,Midtown West,Yes,No,No,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
156,boqueria,53 W 19th St,New York,NY,10011,(212) 255-4160,boquerianyc.com,$$$,Spanish;Tapas Bars,4.0,Flatiron,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,No,Free,Yes,Yes
157,korchma taras bulba,357 W Broadway,New York,NY,10013,(212) 510-7510,tarasbulba.us,$$,Russian;Ukrainian;Modern European,4.5,SoHo,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
158,banhmigos,178 Lincoln Pl,New York,NY,11217,(718) 399-3812,banhmigos.com,$,Bubble Tea;Vietnamese;Sandwiches,4.0,Park Slope,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
159,east wind snack shop,471 16th St,New York,NY,11215,(929) 295-0188,eastwindsnackshop.com,$$,Chinese,4.5,Windsor Terrace,No,No,Yes,Yes,,Street,Casual,Casual,No,No,,Yes,
160,five leaves,18 Bedford Ave,New York,NY,11222,(718) 383-5345,fiveleavesny.com,$$,Breakfast & Brunch;American (New);Coffee & Tea,4.0,Greenpoint,No,No,Yes,Yes,Brunch,Street,Casual,Hipster,Full Bar,Yes,No,Yes,No
161,tribeca’s kitchen,200 Church St,New York,NY,10013,(646) 893-1022,tribecaskitchen.com,$$,Sandwiches;American (New);Food Delivery Services,4.0,TriBeCa,Yes,Yes,Yes,Yes,Brunch,Garage; Street; Private Lot,Casual,Casual,Beer & Wine Only,No,Free,Yes,Yes
162,union bar & kitchen,300 Spring St,New York,NY,10013,(646) 791-0005,unionbarandkitchen.com,$$$,American (New);Bars,4.5,South Village,Yes,Yes,Yes,Yes,Lunch,Street,Casual,,Full Bar,Yes,Free,Yes,Yes
163,la contenta,102 Norfolk St,New York,NY,10002,(212) 432-4180,lacontentanyc.com,$$,Mexican;Bars;Breakfast & Brunch,4.5,Lower East Side,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Intimate,Full Bar,Yes,Free,Yes,Yes
164,manny’s,212 Patchen Ave,New York,NY,11233,(718) 483-9868,,$$,Cafes;Coffee & Tea;American (New),4.0,Bedford Stuyvesant,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,Free,Yes,No
165,ichibantei,401 E 13th St,New York,NY,10009,(646) 368-9755,,$$,Japanese;Steakhouses,4.0,East Village,Yes,Yes,Yes,No,Dinner; Late Night,Street,Casual,Casual,No,No,No,Yes,No
166,nhà minh,485 Morgan Ave,New York,NY,11222,(718) 387-7848,,$,Art Galleries;Vietnamese;Coffee & Tea,4.5,East Williamsburg,No,No,Yes,Yes,Brunch,Street,Casual,Divey,No,No,Free,No,Yes
167,983-bushwick’s living room,983 Flushing Ave,New York,NY,11206,(718) 386-1133,983bk.com,$$,Comfort Food;American (Traditional),4.0,East Williamsburg; Bushwick,No,Yes,Yes,Yes,Brunch,Street,Casual,Hipster,Full Bar,No,Free,Yes,No
168,amy ruth’s,113 W 116th St,New York,NY,10026,(212) 280-8779,amyruths.com,$$,Southern;Soul Food,4.0,Harlem,No,No,Yes,Yes,Brunch; Lunch; Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
169,briskettown,359 Bedford Ave,New York,NY,11211,(718) 701-8909,delaneybbq.com,$$,American (Traditional);Barbeque,4.0,Williamsburg - South Side,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,No,Yes
170,crescent grill,38-40 Crescent St,New York,NY,11101,(718) 729-4040,crescentgrill.com,$$,American (New),4.5,Long Island City,Yes,No,Yes,Yes,Brunch,Valet; Street,Casual,Classy,Full Bar,No,No,Yes,Yes
171,milk & honey,1119 Newkirk Ave,New York,NY,11230,(718) 513-0441,,$$,Cafes,4.0,Flatbush,No,No,Yes,No,Brunch,Street,Casual,Hipster,No,No,Free,No,Yes
172,malatesta trattoria,649 Washington St,New York,NY,10014,(212) 741-1207,malatestatrattoria.com,$$,Italian,4.0,West Village,Yes,No,Yes,No,Dinner,Street,Casual,Romantic,Beer & Wine Only,Yes,No,Yes,No
173,jack’s wife freda,224 Lafayette St,New York,NY,10012,(212) 510-8550,jackswifefreda.com,$$,Breakfast & Brunch;Mediterranean,4.0,SoHo,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
174,korzo,667 5th Ave,New York,NY,11215,(718) 499-1199,korzorestaurant.com,$$,Modern European;Burgers,4.0,South Slope,Yes,,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
175,brooklyn beet company,7205 3rd Ave,New York,NY,11209,(347) 492-0020,korzorestaurant.com,$$,Modern European,4.5,Bay Ridge,Yes,No,Yes,Yes,Brunch; Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
176,lolo’s seafood shack,303 W 116th St,New York,NY,10026,(929) 256-2509,lolosseafoodshack.com,$$,Seafood;Sandwiches,4.5,Harlem,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,Yes,Paid,No,Yes
177,miramar,21 S End Ave,New York,NY,10280,(212) 964-3000,miramarnyc.com,$$,Seafood;Mediterranean,4.0,Battery Park,Yes,Yes,Yes,Yes,Dinner,Garage; Street,Casual,Romantic,Full Bar,Yes,Free,Yes,Yes
178,anable basin sailing bar & grill,4-40 44th Dr,New York,NY,11101,(646) 207-1333,anablebasin.com,$$,Bars;Brazilian,4.0,Hunters Point,No,No,No,No,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,No
179,sam’s falafel stand,Cedar St and Broadway,New York,NY,10006,,,$,Falafel,4.5,Financial District,No,No,Yes,No,Lunch,Street,Casual,Casual,No,Yes,No,No,No
180,totto ramen,366 W 52nd St,New York,NY,10019,(212) 582-0052,tottoramen.com,$$,Ramen,4.0,Theater District; Hell's Kitchen; Midtown West,No,No,No,No,Lunch; Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
181,the jeffrey craft beer & bites,311 E 60th St,New York,NY,10022,(212) 355-2337,thejeffreynyc.com,$$,Bars;Gastropubs;American (New),4.0,Upper East Side,No,No,Yes,Yes,Late Night,Garage; Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
182,ponty bistro,218 3rd Ave,New York,NY,10003,(212) 777-1616,pontybistro.com,$$,African;French,4.0,Gramercy,,Yes,,Yes,Dinner,Street,Casual,Intimate,Full Bar,No,Free,Yes,Yes
183,the boil,139 Chrystie St,New York,NY,10002,(212) 925-8815,theboilny.com,$$,Cajun/Creole;Seafood,4.5,Lower East Side,No,No,Yes,No,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
184,room 55,75-01 88th St,New York,NY,11385,(718) 897-0055,room55ny.com,$$,American (New);Tapas/Small Plates,4.5,Glendale,Yes,No,,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
185,de mole,4502 48th Ave,New York,NY,11377,(718) 392-2161,demolenyc.com,$$,Mexican,4.0,Sunnyside,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
186,hudson clearwater,447 Hudson St,New York,NY,10014,(212) 989-3255,hudsonclearwater.com,$$$,American (New),4.0,West Village,Yes,No,No,Yes,Dinner,Street,Casual,Intimate,Full Bar,Yes,No,Yes,No
187,natureworks,113 E 31st St,New York,NY,10016,(212) 725-1411,natureworksrestaurant.com,$$,American (New);Mediterranean,4.0,Midtown East,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,,No,No
188,thelma on clinton,29A Clinton St,New York,NY,10002,(212) 979-8471,thelmaonclinton.com,$$,American (New),4.0,Lower East Side,Yes,No,Yes,Yes,Brunch,Street,Casual,Intimate,Full Bar,No,No,Yes,Yes
189,sushi nakazawa,23 Commerce St,New York,NY,10014,(212) 924-2212,sushinakazawa.com,$$$$,Japanese;Sushi Bars,4.5,West Village,Yes,No,No,Yes,Dinner,Street,Dressy,Upscale,Beer & Wine Only,No,No,Yes,No
190,mezetto,161 E Houston St,New York,NY,10002,(212) 933-4587,mezetto.com,$$,Mediterranean;Tapas/Small Plates;Middle Eastern,4.0,Lower East Side,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
191,porteno restaurant,299 10th Ave,New York,NY,10001,(212) 695-9694,portenonyc.com,$$$,Argentine,4.5,Chelsea,Yes,No,Yes,Yes,Dinner,Street,Casual,Intimate,Full Bar,No,No,Yes,Yes
192,hourglass tavern,373 W 46th St,New York,NY,10036,(212) 265-2060,hourglasstavern.com,$$,Breakfast & Brunch,4.0,Theater District; Hell's Kitchen; Midtown West,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
193,zutto japanese american pub,77 Hudson St,New York,NY,10013,(212) 233-3287,zuttonyc.com,$$,Asian Fusion;Japanese;Sushi Bars,4.0,TriBeCa,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
194,via quadronno,25 E 73rd St,New York,NY,10021,(212) 650-9880,viaquadronno.com,$$,Sandwiches;Italian,4.0,Upper East Side,No,No,Yes,Yes,Lunch,Street,Casual,Intimate,Full Bar,No,No,Yes,Yes
195,beyond sushi,229 E 14th St,New York,NY,10003,(646) 861-2889,beyondsushinyc.com,$$,Vegetarian;Sushi Bars;Vegan,4.5,Gramercy,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,Free,Yes,Yes
196,cambodian cuisine torsu,5th Ave & 21st St,New York,NY,10010,,,$,Cambodian;Food Trucks,4.5,Flatiron,No,No,Yes,No,Lunch; Dinner,Street,Casual,Casual,No,No,No,No,No
197,banh mi saigon,198 Grand St,New York,NY,10013,(212) 941-1541,banhmisaigonnyc.com,$,Vietnamese;Sandwiches,4.0,Little Italy,No,Yes,Yes,No,Lunch,Street,Casual,Casual,No,No,No,No,No
198,udon west,150 E 46th St,New York,NY,10017,(212) 922-9677,udonwest.com,$$,Japanese,4.0,Midtown East,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,No,No,Yes,No
199,cubana socíal,70 N 6th St,New York,NY,11249,(718) 782-3334,cubanasocial.com,$$,Cuban;American (New),4.0,Williamsburg - North Side,Yes,No,Yes,Yes,Brunch; Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
200,distilled,211 W Broadway,New York,NY,10013,(212) 601-9514,distilledny.com,$$,American (New);Bars;Breakfast & Brunch,4.0,TriBeCa,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
201,piccoli trattoria,522 6th Ave,New York,NY,11215,(718) 788-0066,piccoliny.com,$$,Italian,4.0,Park Slope; South Slope,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Intimate,Beer & Wine Only,Yes,No,Yes,Yes
202,xe may sandwich shop,96 Saint Marks Pl,New York,NY,10009,(212) 388-1688,xemaysandwich.com,$,Sandwiches;Vietnamese,4.5,East Village,No,Yes,Yes,No,Lunch,Street,Casual,Casual,No,No,No,No,Yes
203,joseph leonard,170 Waverly Pl,New York,NY,10014,(646) 429-8383,josephleonard.com,$$,American (New);French,4.0,West Village,No,No,No,Yes,Brunch,Street,Casual,Intimate,Full Bar,No,No,Yes,No
204,stone park cafe,324 5th Ave,New York,NY,11215,(718) 369-0082,stoneparkcafe.com,$$,American (New);Breakfast & Brunch,4.0,Park Slope,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
205,bella gioia,209 4th Ave,New York,NY,11217,(347) 223-4176,bellagioianyc.com,$$,Italian,4.5,Park Slope; Gowanus,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
206,lao di fang,28 Forsyth St,New York,NY,10002,(212) 941-7678,,$,Chinese,4.5,Lower East Side; Chinatown,No,Yes,Yes,No,,,Casual,,,No,No,No,
207,rustic table,504 W 42nd St,New York,NY,10036,(212) 244-0744,rustictablenyc.com,$$,Coffee & Tea;Sandwiches,4.5,Hell's Kitchen; Midtown West,No,Yes,Yes,Yes,Brunch,Street,Casual,Casual,No,No,Free,Yes,No
208,bxl zoute,50 W 22nd St,New York,NY,10010,(646) 692-9282,bxlrestaurants.com,$$,Belgian,4.0,Flatiron,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
209,nish nush,88 Reade St,New York,NY,10013,(212) 964-1318,nishnushnyc.com,$,Middle Eastern;Vegetarian;Kosher,4.5,TriBeCa,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,No,Yes
210,edi & the wolf,102 Ave C,New York,NY,10009,(212) 598-1040,ediandthewolf.com,$$$,German,4.0,East Village; Alphabet City,Yes,No,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,Yes
211,pepe giallo,253 10th Ave,New York,NY,10001,(212) 242-6055,pepegiallo.com,$$,Italian,4.0,Chelsea,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
212,mighty quinn’s,27 N 6th St Smorgasburg,New York,NY,11211,(718) 928-6603,mightyquinnsbbq.com,$,Barbeque,4.5,Williamsburg - North Side,No,No,Yes,No,,,Casual,,No,Yes,No,No,No
213,xi’an famous foods,81 St Marks Pl,New York,NY,10003,(212) 786-2068,xianfoods.com,$,Chinese,4.0,East Village,No,No,Yes,No,Lunch,Street,Casual,Casual,No,No,No,No,No
214,mayfield,688 Franklin Ave,New York,NY,11238,(347) 318-3643,mayfieldbk.com,$$,American (New),4.0,Crown Heights,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
215,eleven madison park,11 Madison Ave,New York,NY,10010,(212) 889-0905,elevenmadisonpark.com,$$$$,American (New);French,4.5,Flatiron,Yes,No,No,Yes,Dinner,Street,Dressy,Upscale,Full Bar,No,No,Yes,No
216,k’ook,324 E 6th St,New York,NY,10003,(212) 254-0300,kooknyc.com,$$,Korean,4.0,East Village,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,Free,Yes,Yes
217,hill and dale,115 Allen St,New York,NY,10002,(212) 420-1115,hillanddalenyc.com,$$,Bars;American (New),4.0,Lower East Side,Yes,No,No,Yes,Late Night,Street,Casual,Trendy,Full Bar,No,Free,Yes,Yes
218,tabaré,221 S 1st St,New York,NY,11211,(347) 335-0187,tabarenyc.com,$$,Latin American,4.0,Williamsburg - South Side,Yes,No,Yes,No,Dinner,Street,Casual,Romantic,Full Bar,Yes,Free,Yes,No
219,ciccio,190 6th Ave,New York,NY,10012,(646) 476-9498,ciccionyc.com,$$,Italian;Bars,4.0,South Village,Yes,No,Yes,Yes,Dinner,Street,Casual,Intimate,Full Bar,No,Free,Yes,No
220,williamsburger,36-17 Greenpoint Ave,New York,NY,11101,(718) 786-6969,williamsburgernyc.com,$$,Burgers,4.0,Sunnyside,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
221,print,653 11th Ave,New York,NY,10036,(212) 757-2224,printrestaurant.com,$$$,American (New),4.0,Hell's Kitchen; Midtown West,Yes,No,No,Yes,Dinner,Street,Dressy,Classy,Full Bar,No,No,Yes,No
222,la sirene,558 Broome St,New York,NY,10013,(212) 925-3061,lasirenenyc.com,$$$,French,4.5,South Village,Yes,No,No,Yes,Dinner,Street,Casual,Romantic,Full Bar,No,Free,Yes,No
223,riverwalk bar & grill,425 Main St,New York,NY,10044,(646) 833-7050,riverwalkbarandgrill.com,$$,American (Traditional);Bars,3.5,Roosevelt Island,No,Yes,Yes,Yes,Brunch; Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,Yes
224,big wong king,67 Mott St,New York,NY,10013,(212) 964-0540,bigwongking.com,$,Chinese,3.5,Chinatown,No,No,Yes,No,Lunch,Street,Casual,Casual,No,No,Free,Yes,No
225,buttermilk channel,524 Court St,New York,NY,11231,(718) 852-8490,buttermilkchannelnyc.com,$$,American (New);Breakfast & Brunch,4.0,Carroll Gardens,No,,,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
226,kobeque,11 W 32nd St,New York,NY,10001,,,$$,Korean;Barbeque,4.5,Koreatown; Midtown West,No,No,Yes,Yes,,,Casual,,,,,,
227,kashkaval garden,852 9th Ave,New York,NY,10019,(212) 245-1758,kashkavalgarden.com,$$,Mediterranean;Wine Bars;Breakfast & Brunch,4.0,Hell's Kitchen; Midtown West,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
228,j’eatjet?,685 5th Ave,New York,NY,11215,(347) 227-7410,jeatjetbar.com,$$,Gastropubs;Breakfast & Brunch,4.0,South Slope,No,No,Yes,No,Brunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
229,sake bar hagi,152 W 49th St,New York,NY,10019,(212) 764-8549,irohagroup.com,$$,Japanese,4.0,Theater District; Midtown West,No,No,No,Yes,Dinner; Late Night,Street,Casual,Casual,Full Bar,No,No,Yes,No
230,fukurou,87 MacDougal St,New York,NY,10012,(212) 388-0013,fukurou.soh.bz,$$,Japanese,4.0,Greenwich Village,Yes,No,No,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
